,assessmentScore,code,comments,goalClearnessScore,importanceScore,name,percentPassed,points,registered,satisfactionScore,teachingScore,workloadScore,year
27,+15,EIT060,"Studierådets kommentarerFöreläsaren, handledaren och övningsledarna var väldigt uppskattade och visade stor passion för ämnet och en vilja att lära ut och hjälpa till. Föreläsningarna upplevdes som väldigt intressanta med bra koppling till verkligheten.Laborationsförberedelserna upplevdes som jobbiga då de innehöll C, ett språk som få har erfarenhet. I övrigt önskas tydligare instruktioner till projekt och laborationer, i synnerhet projekt 2.Kurslärarens kommentererKursen har gått bra och studenterna upplever den som mycket angelägen för deras utbildning. Det gäller både C och D. Den viktigaste punkten att titta på inför nästa år är projekt 1 som behöver tydliggöras lite. Många förstod inte detta projekt tillräckligt väl förrän de skulle använda sitt resultat för att göra projekt 2. Det vore bra om denna förståelse kom redan när man faktiskt gjorde projekt 1.Programledarens kommentarerDet är glädjande att notera att kursen, liksom tidigare år, fungerar mycket bra, samt får mycket höga poäng beträffande angelägenhetsgraden för utbildningen. Vid utvärderingsmötet förstärktes detta positiva intryck via de synpunkter som fördes fram.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+29,+85,Datasäkerhet,68%,7.5,40,+74,+50,-3,12/13
28,+41,EIT070,"Studierådets kommentarerLaborationerna var uppskattade, man lärde sig verkligen saker på dem. C-programmeringen upplevdes som svår, det hade varit bra med tex. en mer ingående introduktion.Föreläsaren var uppskattad, kursen upplevdes överlag som intressant och givande.Kurslärarens kommentererKursen går bra. Förändringen av labbhandledningarna har fungerat bra. Inför nästa år planeras vissa förändringar i övningsmaterialet.Programledarens kommentarerKursen upplevs som angelägen för utbildningen.  Det är glädjande att notera att en redan väl fungerande kurs ytterligare förbättrar samtliga väsentliga parametrar. Vid utvärderingsmötet förstärktes detta positiva intryck via de synpunkter som fördes fram.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+44,+67,Datorteknik,94%,6.0,35,+71,+36,+23,12/13
29,+25,FAFF25,"Studierådets kommentarerÖvningarna uppskattades.Kursens koppling till programmet upplevdes som dålig. Fotonikdelen hade kunnat bygga vidare på området kommunikationssystem.Rättningen av labbrapporterna var inkonskvent mellan handledarna och kraven från dessa varierar. Bedömningen av dessa bör koordineras så att kraven på uppgiften inte beror på vilken handledare man får.Kurslärarens kommentererLärarna på kursen är i huvudsak nöjda med kursens genomförande och vi tolkar CEQ svaren som att detta också gäller för studenterna.Dock har kursen sedan starten det stora problemet att den inte upplevs som angelägen eller relevant för utbildningen. Lärarna och studenterna är helt överens om att den viktigaste och nödvändiga förbättringen är att flytta kursen till åk 1 eller början av åk 2, där motsvarande kurser ligger i alla andra civilingenjörsprogram. En tydlig process mot detta mål kommer att startas av programledningarna, och ett första uppföljningsmöte är planerat till mitten av september.Några detaljförbättringar som kommer att genomföras till nästa kurs är:1) Ytterligare betona vikten och kraven på bra muntliga presentationer av projekten2) Som ett led i detta ordnar programledningarna en allmän föreläsning om muntlig presentationsteknik före redovisningarna av projekten.3) Undersöka möjligheten att hitta något nytt projekt med betoning på hållbar utveckling och tydligare koppling till CD utbildningen4) Utrustningen och laborationsinstruktionerna till fiberoptiklabben ses över.5) Eventuellt utöka de dator/simuleringsbaserade inlämningsuppgifterna.Programledarens kommentarerTyvärr är svarsfrekvensen låg (25%). Dock, det verkar som att kursen inte uppfattas av studenterna som angelägen för utbildningen, vilket är olyckligt. Orsaken till denna uppfattning diskuterades bl.a. på CEQ-mötet, vilket ledde till att ett möte mellan kursansvarig och programledningen är inplanerat till mitten av september 2013. Vid detta möte skall möjligheten till tidigareläggning av kursen diskuteras.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+13,-50,Fysik,50%,11.0,20,-20,+4,+9,12/13
30,+54,FMAA01,"Studierådets kommentarerFöreläsaren och övningsledarna uppskattades, då de var bra på att förklara.Det skulle vara bra om materialet gavs mer verklighetsförankring så att man förstod varför man lärde sig och vilken nytta man kan ha av det.Blandningen mellan föreläsningar och seminarier uppskattades. SI-övningarna gillades, då de gav djupare förståelse.Tempot på föreläsningarna upplevdes som högt, och det var tidvis svårt att hänga med.Kurslärarens kommentererDet är glädjande att matematiken genom kursen har blivit ett förståelseämne. Liksom att försöket med att integrera föreläsningar och seminarier slog väl ut. Det är väldigt stor spridning på elevernas förkunskaper och ambitioner i matematik, vilket gör att det inom givna ramar är omöjligt att göra allt man vill på föreläsningarna. Man kan inte både spendera mycket tid på räkningar som borde vara välkända från gymnasiet och föra kursen framåt jämfört med gymnasiet. Det är matematikens väsen att den bygger på det tidigare och att man kan förutsätta att det tidigare är känt.Programledarens kommentarerKursen fungerar bra och får i stort sett likartad utvärdering som förra läsåret. På CEQ-mötet fick kursen positiva kommentarer och möjliga förbättringar diskuterades.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+36,+36,Endimensionell analys,36%,15.0,39,+50,+20,-4,12/13
31,-8,MAMA15,"KommentarerStudierådets kommentarerTentan borde hållas i LP2 istället för LP3 så att distansen mellan föreläsningarna och tentan inte blir så stor. Vidare så var vissa av frågorna alldeles för detaljinriktade och borde bytas ut mot mer övergripande frågor. Det var också oklart vad som skulle komma på tentan.En del material på föreläsningarna upplevdes som onödigt för kursen, tex. ergonomi och belysning. Vissa föreläsningar gick även in för detaljerat på vissa områden.Projektet var uppskattat och många upplevde det som lärorikt. Dock vore det bra om projektet och föreläsningarna genomfördes parallellt, då det ger en bättre koppling mellan de två.Kurslärarens kommentererKursen upplevs som spretig och försök ska göras att integrera teori och praktik mer för att få en tydligare sammanhållning mellan dessa.Programledarens kommentarerKursen upplevdes som mycket angelägen för utbildningen. Dock var inte studenterna lika nöjda med kursen som året innan. På mötet diskuterades orsaken till detta och flera möjliga förbättringar föreslogs. Många studenter upplevde att den teoretiska delen och projektet blev lite för separerade. Åtgärder för att binda ihop dessa delar tydligare diskuterades.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-33,+55,"Interaktionsdesign, grundkurs",71%,7.5,41,-7,-3,+29,12/13
32,+52,EDA095,"Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKursen fungerade väl även i år och är överlag uppskattad. Flytten från C3 till C2 vars effekter vi särskilt bevakade i år verkar inte ha haft menlig inverkan. Till nästa år avser vi se över hur laborationer kan beskrivas tydligare och hur projektet kan få en tydligare målsättning och tydligare krav på innehåll/redovisning.Programledarens kommentarerKursen fungerar väl, får goda omdömen samt upplevs ha hög relevans för utbildningen. Vid CEQ-mötet diskuterades arbetsrapporten, samt intryck och erfarenheter av kursen presenterades.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+36,+81,Nätverksprogrammering,78%,7.5,93,+52,+26,+39,12/13
33,+49,EDA216,"KommentarerStudierådets kommentarerKursen ansågs givande och hade låg arbetsbörda. Kursen var väldigt allmänbildande för datavetare även om den var väldigt övergripande och inte gick så långt in på djupet.Projektet var helhetsövergripande från kravspecifikation till implementation.Eleverna skulle vilja se att kursen gick djupare inom databastekniken.Kurslärarens kommentererKursutvärderingen ser ut ungefär som vanligt, det vill säga övervägande positiva omdömen, och vid utvärderingsmötet pratade vi om ungefär samma saker som vanligt. En del av de D-are som läser kursen som valfri i fjärde årskursen tycker att kursen är för ytlig och inte innehåller tillräckligt mycket material. Jag håller delvis med om detta, men jag har försökt anpassa nivån och innehållet så att det också ska passa C-are som läser kursen obligatoriskt i andra årskursen.Till nästa år ska jag, om jag får tid, utveckla en ny laboration som handlar om nätverksdatabaser. Studenterna kommer att få välja vilken laboration de vill göra: antingen den gamla om PHP eller den nya om nätverksdatabaser.Programledarens kommentarerKursen fungerar väl, får goda omdömen samt upplevs ha mycket hög relevans för utbildningen. Vid CEQ-mötet diskuterades arbetsrapporten, samt intryck och erfarenheter av kursen presenterades.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+48,+85,Databasteknik,85%,7.5,120,+67,+34,+57,12/13
34,+14,EIT100,"Studierådets kommentarerDet var bra att kursen hade inlämningar under kursens gång så att man fick använda vad man lärde sig. Kursen bör dock hållas på svenska med mer strukturerad undervisning och framförallt övningstillfälle gällande kapitel 2. Tenta formen var bra och alla kapitel 3-6 fungerade fint. PPTen bör hållas mer fokuserade på vad som är viktigt för eleverna istället för att ha härledningar som förvirrar och försvårar för eleverna. Överlag med undantag för kapitel 2 utfördes kursen på ett bra sätt.Kurslärarens kommentererDetta första år som jag gav kursen valde jag att följa upplägget rakt av från föregående år och som synes finns ett antal förbättringar som kan, och kommer att, genomföras inför nästa omgång.Viktigast av allt är att kursen kommer att ges på svenska, vilket jag tror kommer att gynna studentdialogen väsentligt.Årets läsperiod hade en något olyckligt avbrott för påsk redan efter en vecka och jag valde att fokusera denna vecka på kretsteori och transformer. Det var nog inte så lyckat eftersom dessa stycken upplevdes som att de inte hängde ihop med övriga delar. Nästa år kommer jag att inleda med de centrala översiktlilga delarna för att därefter få in kretsteori och transformer på ett mer naturligt sätt. På detta sett får alla också ett mer gediget ramverk att hänga upp saker på under kursens gång, vilket också bör skapa en bättre försåelse för hur de olika delarna hänger ihop.Programledarens kommentarerVid CEQ-mötet diskuterades arbetsrapporten, samt intryck och erfarenheter av kursen presenterades. Ett flertal förbättringsförslag togs upp på mötet från såväl studenter som kursansvarig.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-42,+28,Informationsöverföring,77%,7.5,39,-47,-42,-11,12/13
35,+15,ETI265,"Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKursen har fått väsentligt bättre omdömen i år än förra året. Nästa år får kursen ny kursansvarig som närvarade vid CEQ-mötet där arbetsrapporten diskuterades, samt intryck och erfarenheter av kursen presenterades. Ett flertal förbättringsförslag togs upp på mötet.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+8,+45,Signalbehandling i multimedia,58%,7.5,26,+15,-5,+1,12/13
36,+43,ETS075,"KommentarerStudierådets kommentarerFöreläsarens föreläsningsteknik uppfattas i allmänhet som pedagogisk och uppfriskande - föreläsaren bidrar till en bra stämning i föreläsningssalen och övningssalen med sin energi. Dock så har föreläsaren en tendens att trivialisera många aspekter av innehållet i kursen en aning för mycket. Således är det väldigt spridda åsikter rörande föreläsarens föreläsningsteknik.Det var få elever som verkligen förstod kursens koncept och dess relevans för utbildningen. Detta kan förbättras genom att införa fler praktiska eller ""riktiga"" exempel på övningar. Ett tips är att få övningarna att likna laborationerna till en större grad. Vikten av att gå på övningar och fullfölja övningsuppgifterna måste framhävas tydligare. Innehållet i kursen har en låg svårighetsgrad men en hög initial tröskel - man måste tänka på ett specifikt sätt och utföra uppgifterna på ett specifikt sätt. Detta distinkta tillvägagångssätt gör att kursens innehåll är lätt att ta till sig. Utan det, så blir det svårt och förvirrande. Kursens övningsledarna ansågs vara oerhört pedagogiska och hjälpsamma.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerNästa år får kursen ny kursansvarig som närvarade vid CEQ-mötet där arbetsrapporten diskuterades. Ett flertal förbättringsförslag togs upp på mötet.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-8,+7,Kösystem,62%,4.5,39,-17,-26,-19,12/13
